datum,relation,trailer_geplant,trailer_benoetigt,trailer_linie_gefahren,sonderfahrten,trailer_ueberzaehlig,lademeter_aufkommen,lademeter_verschoben_auf_folgetag,auslastung_pct
2026-05-26,R07,4,6,4,2,0,70.7,0.0,86.6
2026-05-27,R07,3,2,3,0,1,19.1,0.0,46.8
2026-05-28,R07,6,6,6,0,0,64.7,0.0,79.3
2026-05-29,R07,2,3,2,0,0,27.7,2.7,100.0
2026-06-01,R07,3,2,3,0,1,18.2,0.0,44.6
2026-06-02,R07,5,6,5,0,0,64.4,1.8,94.7
2026-06-03,R07,1,3,1,1,0,35.4,12.2,100.0
2026-06-05,R07,3,3,3,0,0,20.5,0.0,50.2
2026-06-08,R07,2,3,2,0,0,28.1,3.1,100.0
2026-06-09,R07,7,5,7,0,2,57.2,0.0,63.3
2026-06-10,R07,3,2,3,0,1,17.6,0.0,43.1
2026-06-11,R07,5,5,5,0,0,52.3,0.0,76.9
2026-06-12,R07,2,2,2,0,0,23.5,0.0,86.4
2026-06-15,R07,3,3,3,0,0,35.9,0.0,88.0
2026-06-16,R07,5,5,5,0,0,62.5,0.0,91.9
2026-06-17,R07,3,4,3,0,0,37.8,0.3,92.6
2026-06-18,R07,4,4,4,0,0,47.9,0.0,88.5
2026-06-19,R07,2,2,2,0,0,23.2,0.0,85.3
2026-06-22,R07,4,2,4,0,2,15.9,0.0,29.2
2026-06-23,R07,5,5,5,0,0,61.0,0.0,89.7
2026-06-24,R07,3,3,3,0,0,31.0,0.0,76.0
2026-06-25,R07,5,4,5,0,1,47.1,0.0,69.3
2026-06-26,R07,2,2,2,0,0,15.6,0.0,57.4
2026-06-29,R07,2,3,2,1,0,33.6,0.0,82.4
2026-06-30,R07,5,4,5,0,1,46.2,0.0,67.9
2026-07-01,R07,2,3,2,1,0,30.3,0.0,74.3
2026-07-02,R07,5,6,5,0,0,63.8,1.2,93.8
2026-07-03,R07,1,2,1,1,0,23.2,0.0,89.9
2026-07-06,R07,3,3,3,0,0,25.7,0.0,63.0
2026-07-07,R07,5,5,5,0,0,50.7,0.0,74.6
2026-07-08,R07,2,2,2,0,0,21.4,0.0,78.7
2026-07-09,R07,6,5,6,0,1,51.1,0.0,62.6
2026-07-10,R07,1,2,1,0,0,23.0,10.5,100.0
2026-07-13,R07,3,3,3,0,0,26.5,0.0,65.0
2026-07-14,R07,4,4,4,0,0,49.0,0.0,90.1
2026-07-15,R07,2,3,2,0,0,28.0,3.0,100.0
2026-07-16,R07,5,6,5,0,0,61.3,1.7,94.5
2026-07-17,R07,2,2,2,0,0,22.2,0.0,87.9
2026-07-20,R07,3,2,3,0,1,24.1,0.0,59.1
2026-07-21,R07,4,4,4,0,0,49.6,0.0,91.2
2026-07-22,R07,2,3,2,1,0,34.8,0.0,85.3
2026-07-23,R07,5,5,5,0,0,58.2,0.0,85.6
2026-07-24,R07,2,2,2,0,0,20.1,0.0,73.9
2026-07-27,R07,3,2,3,0,1,23.8,0.0,58.3
2026-07-28,R07,4,5,4,0,0,54.4,4.4,100.0
2026-07-29,R07,3,2,3,0,1,20.0,0.0,59.7
2026-07-30,R07,5,4,5,0,1,47.0,0.0,69.1
2026-07-31,R07,2,3,2,0,0,25.6,0.6,94.1
2026-08-03,R07,2,3,2,0,0,24.8,0.4,91.2
2026-08-04,R07,5,3,5,0,2,24.7,0.0,36.8
2026-08-05,R07,1,2,1,0,0,16.1,3.6,100.0
2026-08-06,R07,3,2,3,0,1,16.4,0.0,49.0
2026-08-07,R07,2,1,2,0,1,10.2,0.0,37.5
2026-08-10,R07,2,2,2,0,0,15.1,0.0,55.5
2026-08-11,R07,2,2,2,0,0,24.9,0.0,91.5
2026-08-12,R07,2,2,2,0,0,15.4,0.0,56.6
2026-08-13,R07,3,3,3,0,0,26.6,0.0,65.2
2026-08-14,R07,1,1,1,0,0,11.4,0.0,83.8
2026-08-17,R07,3,1,3,0,2,6.1,0.0,15.0
2026-08-18,R07,3,3,3,0,0,26.4,0.0,64.7
2026-08-19,R07,2,2,2,0,0,17.9,0.0,65.8
2026-08-20,R07,3,3,3,0,0,35.1,0.0,86.0
2026-08-21,R07,1,2,1,0,0,19.2,6.7,100.0
2026-08-24,R07,1,2,1,1,0,15.2,0.0,55.9
2026-08-25,R07,3,3,3,0,0,31.7,0.0,77.7
2026-08-26,R07,3,2,3,0,1,24.2,0.0,59.3
2026-08-27,R07,4,4,4,0,0,46.4,0.0,85.3
2026-08-28,R07,2,2,2,0,0,18.9,0.0,69.5
2026-08-31,R07,2,2,2,0,0,22.6,0.0,83.1
2024-01-02,R08,4,4,4,0,0,38.5,0.0,70.8
2024-01-03,R08,2,2,2,0,0,23.8,0.0,87.5
2024-01-04,R08,3,3,3,0,0,35.4,0.0,86.8
2024-01-05,R08,2,3,2,0,0,25.9,0.9,95.2
2024-01-08,R08,4,3,4,0,1,33.8,0.0,62.1
2024-01-09,R08,3,3,3,0,0,36.8,0.0,90.2
2024-01-10,R08,2,2,2,0,0,16.4,0.0,60.3
2024-01-11,R08,3,5,3,2,0,56.3,0.0,82.8
2024-01-12,R08,3,3,3,0,0,28.2,0.0,69.1
2024-01-15,R08,4,3,4,0,1,34.8,0.0,64.0
2024-01-16,R08,3,5,3,0,0,55.5,18.0,100.0
2024-01-17,R08,2,3,2,1,0,16.9,0.0,85.5
2024-01-18,R08,5,2,5,0,3,24.8,0.0,36.5
2024-01-19,R08,2,3,2,0,0,28.0,3.0,100.0
2024-01-22,R08,3,3,3,0,0,30.9,0.0,75.7
2024-01-23,R08,4,5,4,1,0,55.5,0.0,81.6
2024-01-24,R08,3,2,3,0,1,17.8,0.0,43.6
2024-01-25,R08,3,5,3,0,0,54.8,17.3,100.0
2024-01-26,R08,3,5,3,1,0,36.2,3.4,98.3
2024-01-29,R08,3,4,3,0,0,45.8,11.7,100.0
2024-01-30,R08,5,5,5,0,0,47.9,0.0,87.6
2024-01-31,R08,2,2,2,0,0,22.6,0.0,83.1
2024-02-01,R08,4,5,4,0,0,50.4,0.4,92.6
2024-02-02,R08,3,2,3,0,1,24.0,0.0,59.7
2024-02-05,R08,4,3,4,0,1,35.8,0.0,65.8
2024-02-06,R08,5,5,5,0,0,51.1,0.0,75.1
2024-02-07,R08,2,3,2,1,0,34.6,0.0,84.8
2024-02-08,R08,5,5,5,0,0,50.8,0.0,74.7
2024-02-09,R08,3,2,3,0,1,20.2,0.0,49.5
2024-02-12,R08,4,3,4,0,1,30.1,0.0,55.3
2024-02-13,R08,5,4,5,0,1,43.0,0.0,63.2
2024-02-14,R08,2,2,2,0,0,23.3,0.0,85.7
2024-02-15,R08,4,4,4,0,0,39.1,0.0,71.9
2024-02-16,R08,1,2,1,1,0,18.3,0.0,67.3
2024-02-19,R08,3,3,3,0,0,35.3,0.0,86.5
2024-02-20,R08,4,5,4,1,0,59.8,0.0,87.9
2024-02-21,R08,3,3,3,0,0,32.4,0.0,79.4
2024-02-22,R08,5,4,5,0,1,38.1,0.0,56.0
2024-02-23,R08,2,2,2,0,0,15.5,0.0,57.0
2024-02-26,R08,4,4,4,0,0,39.1,0.0,71.9
2024-02-27,R08,5,5,5,0,0,58.3,0.0,85.7
2024-02-28,R08,2,2,2,0,0,21.9,0.0,80.5
2024-02-29,R08,4,4,4,0,0,42.5,0.0,78.1
2024-03-01,R08,1,2,1,0,0,23.6,11.1,100.0
2024-03-04,R08,4,3,4,0,1,23.7,0.0,43.6
2024-03-05,R08,5,5,5,0,0,53.2,0.0,78.2
2024-03-06,R08,2,4,2,1,0,44.6,7.1,100.0
2024-03-07,R08,4,5,4,0,0,44.4,1.4,94.6
2024-03-08,R08,2,3,2,0,0,23.7,0.1,92.3
2024-03-11,R08,4,4,4,0,0,43.4,0.0,79.8
2024-03-12,R08,5,5,5,0,0,51.8,0.0,76.2
2024-03-13,R08,3,3,3,0,0,29.8,0.0,73.0
2024-03-14,R08,4,5,4,0,0,50.9,0.9,93.6
2024-03-15,R08,2,4,2,2,0,44.0,0.0,82.4
2024-03-18,R08,4,3,4,0,1,35.1,0.0,64.5
2024-03-19,R08,5,4,5,0,1,46.8,0.0,68.8
2024-03-20,R08,3,3,3,0,0,29.3,0.0,71.8
2024-03-21,R08,5,6,5,0,0,64.6,2.0,95.0
2024-03-22,R08,3,3,3,0,0,27.8,0.0,73.1
2024-03-25,R08,4,4,4,0,0,46.5,0.0,85.5
2024-03-26,R08,5,5,5,0,0,61.6,0.0,90.6
2024-03-27,R08,3,3,3,0,0,30.9,0.0,75.7
2024-03-28,R08,6,5,6,0,1,61.1,0.0,74.9
2024-04-02,R08,6,4,6,0,2,47.3,0.0,58.0
2024-04-03,R08,4,3,4,0,1,26.4,0.0,48.5
2024-04-04,R08,8,6,8,0,2,63.3,0.0,58.2
2024-04-05,R08,3,2,3,0,1,24.4,0.0,59.8
2024-04-08,R08,5,3,5,0,2,33.5,0.0,49.3
2024-04-09,R08,5,4,5,0,1,40.0,0.0,58.8
2024-04-10,R08,4,3,4,0,1,37.2,0.0,68.4
2024-04-11,R08,6,4,6,0,2,46.8,0.0,57.4
2024-04-12,R08,2,2,2,0,0,15.7,0.0,57.7
2024-04-15,R08,4,3,4,0,1,28.4,0.0,52.2
2024-04-16,R08,5,5,5,0,0,57.9,0.0,85.1
2024-04-17,R08,3,3,3,0,0,36.0,0.0,88.2
2024-04-18,R08,5,4,5,0,1,46.7,0.0,68.7
2024-04-19,R08,2,3,2,0,0,28.5,3.5,100.0
2024-04-22,R08,4,4,4,0,0,38.6,0.0,71.0
2024-04-23,R08,5,5,5,0,0,54.0,0.0,79.4
2024-04-24,R08,3,3,3,0,0,28.5,0.0,69.9
2024-04-25,R08,4,5,4,1,0,57.6,0.0,84.7
2024-04-26,R08,2,2,2,0,0,21.7,0.0,79.8
2024-04-29,R08,4,4,4,0,0,44.8,0.0,82.4
2024-04-30,R08,5,6,5,1,0,71.1,0.0,87.1
2024-05-02,R08,5,4,5,0,1,46.1,0.0,67.8
2024-05-03,R08,2,2,2,0,0,19.3,0.0,71.0
2024-05-06,R08,4,3,4,0,1,28.5,0.0,52.4
2024-05-07,R08,6,4,6,0,2,37.6,0.0,46.1
2024-05-08,R08,2,4,2,1,0,40.4,2.9,99.0
2024-05-10,R08,2,2,2,0,0,18.7,0.0,68.7
2024-05-13,R08,4,3,4,0,1,32.2,0.0,59.2
2024-05-14,R08,4,4,4,0,0,42.7,0.0,78.5
2024-05-15,R08,4,3,4,0,1,29.8,0.0,54.8
2024-05-16,R08,4,5,4,0,0,52.6,2.6,96.7
2024-05-17,R08,1,3,1,1,0,26.7,4.2,100.0
2024-05-21,R08,4,4,4,0,0,42.6,0.0,78.3
2024-05-22,R08,4,3,4,0,1,28.7,0.0,52.8
2024-05-23,R08,5,5,5,0,0,56.5,0.0,83.1
2024-05-24,R08,2,3,2,0,0,36.6,11.6,100.0
2024-05-27,R08,4,3,4,0,1,22.3,0.0,41.0
2024-05-28,R08,4,4,4,0,0,47.9,0.0,88.1
2024-05-29,R08,2,2,2,0,0,23.9,0.0,87.9
2024-05-31,R08,3,2,3,0,1,19.4,0.0,47.5
2024-06-03,R08,4,4,4,0,0,37.9,0.0,69.7
2024-06-04,R08,5,4,5,0,1,40.6,0.0,59.7
2024-06-05,R08,2,3,2,0,0,29.8,4.8,100.0
2024-06-06,R08,5,4,5,0,1,44.5,0.0,72.5
2024-06-07,R08,2,2,2,0,0,22.9,0.0,84.2
2024-06-10,R08,4,3,4,0,1,31.3,0.0,57.5
2024-06-11,R08,4,4,4,0,0,49.0,0.0,90.1
2024-06-12,R08,3,3,3,0,0,37.4,0.0,91.7
2024-06-13,R08,4,5,4,1,0,56.6,0.0,83.2
2024-06-14,R08,2,3,2,0,0,28.7,3.7,100.0
2024-06-17,R08,4,3,4,0,1,27.6,0.0,50.7
2024-06-18,R08,4,4,4,0,0,45.9,0.0,84.4
2024-06-19,R08,3,3,3,0,0,37.4,0.0,91.7
2024-06-20,R08,4,4,4,0,0,41.9,0.0,77.0
2024-06-21,R08,2,2,2,0,0,16.7,0.0,61.4
2024-06-24,R08,3,4,3,0,0,41.7,4.2,100.0
2024-06-25,R08,4,6,4,0,0,68.6,22.7,100.0
2024-06-26,R08,3,6,3,2,0,41.0,1.2,93.7
2024-06-27,R08,4,5,4,0,0,51.9,3.0,97.5
2024-06-28,R08,2,3,2,1,0,28.0,0.0,76.0
2024-07-01,R08,4,3,4,0,1,34.7,0.0,63.8
2024-07-02,R08,5,5,5,0,0,55.2,0.0,81.2
2024-07-03,R08,4,3,4,0,1,31.8,0.0,58.5
2024-07-04,R08,5,4,5,0,1,49.4,0.0,72.6
2024-07-05,R08,2,3,2,0,0,25.2,0.2,92.6
2024-07-08,R08,3,3,3,0,0,30.8,0.0,75.5
2024-07-09,R08,5,6,5,1,0,68.0,0.0,83.3
2024-07-10,R08,3,3,3,0,0,32.6,0.0,79.9
2024-07-11,R08,4,4,4,0,0,47.2,0.0,86.8
2024-07-12,R08,3,2,3,0,1,19.9,0.0,48.8
2024-07-15,R08,4,4,4,0,0,37.6,0.0,69.1
2024-07-16,R08,5,5,5,0,0,52.2,0.0,76.8
2024-07-17,R08,3,3,3,0,0,33.9,0.0,83.1
2024-07-18,R08,4,4,4,0,0,42.3,0.0,77.8
2024-07-19,R08,2,3,2,0,0,27.3,2.3,100.0
2024-07-22,R08,4,4,4,0,0,37.5,0.0,68.9
2024-07-23,R08,5,4,5,0,1,38.4,0.0,56.5
2024-07-24,R08,3,2,3,0,1,20.4,0.0,50.0
2024-07-25,R08,5,3,5,0,2,32.3,0.0,47.5
2024-07-26,R08,3,3,3,0,0,28.4,0.0,69.6
2024-07-29,R08,4,3,4,0,1,31.9,0.0,58.6
2024-07-30,R08,5,4,5,0,1,44.1,0.0,64.9
2024-07-31,R08,2,2,2,0,0,21.9,0.0,80.5
2024-08-01,R08,2,4,2,1,0,41.2,3.7,100.0
2024-08-02,R08,3,2,3,0,1,19.7,0.0,57.3
2024-08-05,R08,3,2,3,0,1,20.6,0.0,50.5
2024-08-06,R08,4,4,4,0,0,40.1,0.0,73.7
2024-08-07,R08,2,2,2,0,0,16.5,0.0,60.7
2024-08-08,R08,3,3,3,0,0,33.8,0.0,82.8
2024-08-09,R08,2,2,2,0,0,19.5,0.0,71.7
2024-08-12,R08,2,2,2,0,0,19.8,0.0,72.8
2024-08-13,R08,4,3,4,0,1,31.5,0.0,57.9
2024-08-14,R08,2,2,2,0,0,21.3,0.0,78.3
2024-08-15,R08,3,4,3,0,0,49.2,11.7,100.0
2024-08-16,R08,1,3,1,2,0,22.8,0.0,84.5
2024-08-19,R08,2,4,2,1,0,39.2,1.7,96.1
2024-08-20,R08,4,5,4,1,0,55.6,0.0,84.2
2024-08-21,R08,2,3,2,1,0,32.9,0.0,80.6
2024-08-22,R08,4,3,4,0,1,35.8,0.0,65.8
2024-08-23,R08,3,3,3,0,0,29.8,0.0,73.0
2024-08-26,R08,3,4,3,0,0,48.2,10.7,100.0
2024-08-27,R08,4,6,4,2,0,59.0,0.0,85.4
2024-08-28,R08,2,3,2,1,0,34.4,0.0,84.3
2024-08-29,R08,4,4,4,0,0,37.6,0.0,69.1
2024-08-30,R08,3,3,3,0,0,26.2,0.0,64.2
2024-09-02,R08,4,3,4,0,1,30.8,0.0,56.6
2024-09-03,R08,5,4,5,0,1,38.0,0.0,55.9
2024-09-04,R08,3,3,3,0,0,35.2,0.0,86.3
2024-09-05,R08,3,4,3,0,0,42.2,4.7,100.0
2024-09-06,R08,3,2,3,0,1,19.8,0.0,60.0
2024-09-09,R08,4,3,4,0,1,36.7,0.0,67.5
2024-09-10,R08,5,5,5,0,0,56.0,0.0,82.4
2024-09-11,R08,3,3,3,0,0,28.1,0.0,68.9
2024-09-12,R08,3,4,3,1,0,45.7,0.0,84.0
2024-09-13,R08,1,3,1,1,0,26.1,1.1,96.0
2024-09-16,R08,3,5,3,1,0,51.6,2.6,94.9
2024-09-17,R08,4,5,4,1,0,53.4,0.0,82.4
2024-09-18,R08,4,4,4,0,0,41.8,0.0,76.8
2024-09-19,R08,4,4,4,0,0,41.6,0.0,76.5
2024-09-20,R08,2,2,2,0,0,14.8,0.0,54.4
2024-09-23,R08,5,4,5,0,1,42.1,0.0,61.9
2024-09-24,R08,5,4,5,0,1,43.8,0.0,64.4
2024-09-25,R08,4,2,4,0,2,21.4,0.0,39.3
2024-09-26,R08,4,4,4,0,0,49.1,0.0,90.3
2024-09-27,R08,2,2,2,0,0,15.5,0.0,57.0
2024-09-30,R08,4,3,4,0,1,35.7,0.0,65.6
2024-10-01,R08,5,5,5,0,0,53.2,0.0,78.2
2024-10-02,R08,2,3,2,1,0,34.9,0.0,85.5
2024-10-04,R08,2,1,2,0,1,9.9,0.0,36.4
2024-10-07,R08,3,4,3,1,0,44.2,0.0,81.3
2024-10-08,R08,5,4,5,0,1,47.3,0.0,69.6
2024-10-09,R08,3,3,3,0,0,28.5,0.0,69.9
2024-10-10,R08,4,5,4,0,0,54.1,4.1,99.4
2024-10-11,R08,1,3,1,2,0,28.7,0.0,80.3
2024-10-14,R08,4,3,4,0,1,33.3,0.0,61.2
2024-10-15,R08,4,4,4,0,0,41.5,0.0,76.3
2024-10-16,R08,3,3,3,0,0,31.8,0.0,77.9
2024-10-17,R08,5,4,5,0,1,46.4,0.0,68.2
2024-10-18,R08,2,2,2,0,0,19.6,0.0,72.1
2024-10-21,R08,4,3,4,0,1,28.5,0.0,52.4
2024-10-22,R08,4,4,4,0,0,38.0,0.0,69.9
2024-10-23,R08,3,2,3,0,1,23.5,0.0,57.6
2024-10-24,R08,5,5,5,0,0,50.2,0.0,73.8
2024-10-25,R08,2,2,2,0,0,19.9,0.0,73.2
2024-10-28,R08,3,3,3,0,0,32.8,0.0,80.4
2024-10-29,R08,4,5,4,1,0,62.0,0.0,91.2
2024-10-30,R08,3,3,3,0,0,28.8,0.0,70.6
2024-10-31,R08,4,5,4,0,0,57.1,7.1,100.0
2024-11-04,R08,4,4,4,0,0,34.2,0.0,62.9
2024-11-05,R08,4,4,4,0,0,43.3,0.0,79.6
2024-11-06,R08,2,3,2,0,0,31.6,6.6,100.0
2024-11-07,R08,4,5,4,0,0,46.7,3.2,97.9
2024-11-08,R08,2,2,2,0,0,21.3,0.0,90.2
2024-11-11,R08,4,3,4,0,1,27.6,0.0,50.7
2024-11-12,R08,4,4,4,0,0,45.4,0.0,83.5
2024-11-13,R08,2,3,2,0,0,29.3,4.3,100.0
2024-11-14,R08,5,2,5,0,3,13.1,0.0,25.6
2024-11-15,R08,2,3,2,0,0,34.4,9.4,100.0
2024-11-18,R08,4,4,4,0,0,36.8,0.0,67.6
2024-11-19,R08,5,4,5,0,1,38.3,0.0,56.3
2024-11-20,R08,3,3,3,0,0,30.1,0.0,73.8
2024-11-21,R08,3,4,3,0,0,44.5,7.0,100.0
2024-11-22,R08,3,3,3,0,0,26.9,0.0,83.0
2024-11-25,R08,4,3,4,0,1,33.6,0.0,61.8
2024-11-26,R08,4,3,4,0,1,36.2,0.0,66.5
2024-11-27,R08,3,2,3,0,1,21.2,0.0,52.0
2024-11-28,R08,3,3,3,0,0,31.2,0.0,76.5
2024-11-29,R08,3,3,3,0,0,27.8,0.0,68.1
2024-12-02,R08,4,3,4,0,1,31.7,0.0,58.3
2024-12-03,R08,4,4,4,0,0,48.4,0.0,89.0
2024-12-04,R08,2,2,2,0,0,20.7,0.0,76.1
2024-12-05,R08,3,4,3,1,0,44.6,0.0,82.0
2024-12-06,R08,3,2,3,0,1,12.9,0.0,31.6
2024-12-09,R08,3,3,3,0,0,34.9,0.0,85.5
2024-12-10,R08,4,4,4,0,0,42.7,0.0,78.5
2024-12-11,R08,2,4,2,2,0,42.6,0.0,78.3
2024-12-12,R08,4,3,4,0,1,37.3,0.0,68.6
2024-12-13,R08,1,3,1,1,0,27.5,2.5,100.0
2024-12-16,R08,3,4,3,0,0,39.5,4.4,96.8
2024-12-17,R08,4,4,4,0,0,39.3,0.0,80.4
2024-12-18,R08,3,2,3,0,1,24.9,0.0,61.0
2024-12-19,R08,4,4,4,0,0,49.1,0.0,90.3
2024-12-20,R08,2,2,2,0,0,15.7,0.0,57.7
2024-12-23,R08,4,3,4,0,1,26.8,0.0,49.3
2024-12-24,R08,4,4,4,0,0,45.5,0.0,83.6
2024-12-27,R08,2,1,2,0,1,8.0,0.0,29.4
2024-12-30,R08,3,2,3,0,1,21.8,0.0,53.4
2024-12-31,R08,4,4,4,0,0,39.2,0.0,72.1
2025-01-02,R08,3,3,3,0,0,25.2,0.0,61.8
2025-01-03,R08,1,2,1,0,0,17.5,5.0,100.0
2025-01-07,R08,4,6,4,1,0,61.8,4.2,90.9
2025-01-08,R08,2,4,2,1,0,39.4,6.1,100.0
2025-01-09,R08,4,4,4,0,0,41.7,0.0,87.9
2025-01-10,R08,2,3,2,0,0,28.2,3.2,100.0
2025-01-13,R08,3,4,3,1,0,43.4,0.0,79.8
2025-01-14,R08,6,4,6,0,2,38.7,0.0,47.4
2025-01-15,R08,3,3,3,0,0,25.3,0.0,62.0
2025-01-16,R08,3,4,3,0,0,37.7,0.2,92.4
2025-01-17,R08,3,3,3,0,0,30.2,0.0,74.4
2025-01-20,R08,4,4,4,0,0,37.9,0.0,69.7
2025-01-21,R08,5,5,5,0,0,57.3,0.0,84.3
2025-01-22,R08,2,3,2,1,0,37.0,0.0,90.7
2025-01-23,R08,4,4,4,0,0,38.7,0.0,71.1
2025-01-24,R08,4,3,4,0,1,30.3,0.0,55.7
2025-01-27,R08,4,4,4,0,0,38.1,0.0,70.0
2025-01-28,R08,5,4,5,0,1,45.7,0.0,67.2
2025-01-29,R08,2,2,2,0,0,23.6,0.0,86.8
2025-01-30,R08,4,4,4,0,0,48.4,0.0,89.0
2025-01-31,R08,2,3,2,0,0,27.7,2.7,100.0
2025-02-03,R08,4,3,4,0,1,27.9,0.0,51.3
2025-02-04,R08,4,4,4,0,0,46.7,0.0,85.8
2025-02-05,R08,3,3,3,0,0,36.5,0.0,89.5
2025-02-06,R08,4,3,4,0,1,30.4,0.0,55.9
2025-02-07,R08,2,2,2,0,0,21.6,0.0,79.4
2025-02-10,R08,4,3,4,0,1,27.7,0.0,50.9
2025-02-11,R08,4,4,4,0,0,38.7,0.0,71.1
2025-02-12,R08,2,3,2,0,0,27.2,2.2,100.0
2025-02-13,R08,3,4,3,1,0,42.8,0.0,82.7
2025-02-14,R08,2,2,2,0,0,24.0,0.0,88.2
2025-02-17,R08,3,4,3,1,0,48.5,0.0,89.2
2025-02-18,R08,4,4,4,0,0,42.5,0.0,78.1
2025-02-19,R08,3,2,3,0,1,22.6,0.0,55.4
2025-02-20,R08,4,5,4,1,0,59.2,0.0,87.1
2025-02-21,R08,1,3,1,0,0,25.4,12.9,100.0
2025-02-24,R08,5,5,5,0,0,42.8,0.0,62.9
2025-02-25,R08,4,4,4,0,0,46.1,0.0,84.7
2025-02-26,R08,2,3,2,1,0,35.0,0.0,85.8
2025-02-27,R08,4,3,4,0,1,36.9,0.0,67.8
2025-02-28,R08,2,3,2,0,0,28.4,3.4,100.0
2025-03-03,R08,4,3,4,0,1,32.3,0.0,59.4
2025-03-04,R08,4,3,4,0,1,37.5,0.0,68.9
2025-03-05,R08,3,3,3,0,0,28.7,0.0,70.3
2025-03-06,R08,4,5,4,1,0,55.1,0.0,81.0
2025-03-07,R08,3,2,3,0,1,23.8,0.0,58.3
2025-03-10,R08,4,4,4,0,0,37.9,0.0,69.7
2025-03-11,R08,4,4,4,0,0,49.0,0.0,90.1
2025-03-12,R08,3,3,3,0,0,30.7,0.0,75.2
2025-03-13,R08,6,5,6,0,1,52.7,0.0,64.6
2025-03-14,R08,3,2,3,0,1,21.6,0.0,52.9
2025-03-17,R08,4,3,4,0,1,35.3,0.0,64.9
2025-03-18,R08,4,4,4,0,0,46.6,0.0,85.7
2025-03-19,R08,3,3,3,0,0,26.5,0.0,65.0
2025-03-20,R08,7,5,7,0,2,60.3,0.0,63.3
2025-03-21,R08,2,3,2,0,0,28.4,3.4,100.0
2025-03-24,R08,4,3,4,0,1,32.0,0.0,58.8
2025-03-25,R08,5,5,5,0,0,53.8,0.0,79.1
2025-03-26,R08,3,3,3,0,0,25.2,0.0,61.8
2025-03-27,R08,5,4,5,0,1,37.6,0.0,55.3
2025-03-28,R08,2,2,2,0,0,23.9,0.0,87.9
2025-03-31,R08,4,4,4,0,0,45.5,0.0,83.6
2025-04-01,R08,5,4,5,0,1,41.3,0.0,60.7
2025-04-02,R08,3,3,3,0,0,28.1,0.0,68.9
2025-04-03,R08,5,4,5,0,1,50.0,0.0,73.5
2025-04-04,R08,2,3,2,0,0,26.5,1.5,97.4
2025-04-07,R08,4,4,4,0,0,42.6,0.0,78.3
2025-04-08,R08,4,5,4,0,0,50.6,0.6,93.0
2025-04-09,R08,3,3,3,0,0,36.2,0.0,90.1
2025-04-10,R08,4,5,4,0,0,50.2,0.2,92.3
2025-04-11,R08,3,3,3,0,0,30.9,0.0,76.1
2025-04-14,R08,4,3,4,0,1,31.5,0.0,57.9
2025-04-15,R08,5,5,5,0,0,54.5,0.0,80.1
2025-04-16,R08,3,3,3,0,0,26.3,0.0,64.5
2025-04-17,R08,4,5,4,0,0,50.6,0.6,93.0
2025-04-22,R08,5,4,5,0,1,41.6,0.0,61.2
2025-04-23,R08,4,3,4,0,1,35.1,0.0,64.5
2025-04-24,R08,5,4,5,0,1,39.8,0.0,58.5
2025-04-25,R08,3,2,3,0,1,15.7,0.0,38.5
2025-04-28,R08,4,4,4,0,0,39.3,0.0,72.2
2025-04-29,R08,4,5,4,0,0,53.6,3.6,98.5
2025-04-30,R08,3,4,3,0,0,37.3,3.3,100.0
2025-05-02,R08,2,3,2,0,0,23.1,1.4,84.9
2025-05-05,R08,4,4,4,0,0,38.2,0.0,70.2
2025-05-06,R08,4,4,4,0,0,42.0,0.0,77.2
2025-05-07,R08,5,3,5,0,2,35.7,0.0,52.5
2025-05-08,R08,4,5,4,0,0,53.7,3.7,98.7
2025-05-09,R08,2,3,2,0,0,28.0,6.6,100.0
2025-05-12,R08,4,4,4,0,0,35.1,0.0,64.5
2025-05-13,R08,4,4,4,0,0,46.1,0.0,84.7
2025-05-14,R08,3,3,3,0,0,35.6,0.0,87.3
2025-05-15,R08,5,4,5,0,1,47.6,0.0,70.0
2025-05-16,R08,2,2,2,0,0,20.8,0.0,76.5
2025-05-19,R08,4,4,4,0,0,47.1,0.0,86.6
2025-05-20,R08,4,5,4,0,0,52.1,2.1,95.8
2025-05-21,R08,3,3,3,0,0,31.6,0.0,82.5
2025-05-22,R08,4,4,4,0,0,47.1,0.0,86.6
2025-05-23,R08,2,2,2,0,0,20.3,0.0,74.6
2025-05-26,R08,4,3,4,0,1,32.4,0.0,59.6
2025-05-27,R08,4,5,4,0,0,54.5,4.5,100.0
2025-05-28,R08,3,5,3,0,0,47.6,14.5,100.0
2025-05-30,R08,2,4,2,0,0,23.2,12.7,85.3
2025-06-02,R08,4,5,4,0,0,37.8,0.4,69.5
2025-06-03,R08,5,4,5,0,1,49.2,0.0,73.0
2025-06-04,R08,4,3,4,0,1,27.5,0.0,50.6
2025-06-05,R08,4,5,4,0,0,51.1,1.1,93.9
2025-06-06,R08,2,3,2,1,0,32.4,0.0,82.0
2025-06-10,R08,5,3,5,0,2,31.3,0.0,46.0
2025-06-11,R08,3,3,3,0,0,37.5,0.0,91.9
2025-06-12,R08,5,4,5,0,1,46.0,0.0,67.6
2025-06-13,R08,2,2,2,0,0,23.6,0.0,86.8
2025-06-16,R08,5,4,5,0,1,46.8,0.0,68.8
2025-06-17,R08,4,4,4,0,0,37.6,0.0,69.1
2025-06-18,R08,3,4,3,0,0,38.7,1.2,94.9
